,ID,ENTIDAD,MUNICIPIO,NOMBRE,CLASIFICAC,CP,OTROS_CP,CONTROL,Geometry1_,geometry,POBTOT,P_18YMAS,TVIVHAB
624,4968,16,54,VALLE DE SAN CARLOS,1,58116,,4181,1=X<z0,"POLYGON ((-101.2218758270049 19.75132648252116, -101.2213649814067 19.75107019497628, -101.2210125948102 19.75088765231907, -101.2205196177835 19.75062759606134, -101.2201843796026 19.75045074920474, -101.2201524001503 19.75030681845081, -101.2192686468801 19.74993962319126, -101.2189031572323 19.74978285566905, -101.2184180583889 19.74958065826627, -101.218696514616 19.74911583201241, -101.2192374704798 19.74829757954418, -101.2194304458981 19.74804787315122, -101.2194682422549 19.74799896530292, -101.2196666695361 19.74770006036944, -101.2204249473888 19.74634508039344, -101.2204269958791 19.74634407840911, -101.2206607525268 19.74665662961444, -101.2207273752939 19.74672959123041, -101.2210338156609 19.74709705043734, -101.22121804013 19.74720017098743, -101.2214624532329 19.74738192447829, -101.2217817572304 19.74761219795817, -101.2233679298746 19.74880722497325, -101.2230624034445 19.74931009585212, -101.2218758270049 19.75132648252116))",143,64,31
625,4969,16,54,MUJERES MEXICANAS,1,58116,,4182,1=X<z0,"POLYGON ((-101.2271921092442 19.75656139921708, -101.2267605282876 19.75643301617209, -101.2261984611942 19.75614801854016, -101.2261130216786 19.75610469700221, -101.2258837790149 19.75598949132947, -101.225542304459 19.75581557087235, -101.2252401054874 19.75570598793065, -101.2251666538121 19.75567769721649, -101.2245384153157 19.75533104569093, -101.2250062167965 19.75402122763423, -101.2250097404023 19.7540116374058, -101.2250081221179 19.75392078848666, -101.2250078721379 19.75390675481784, -101.2250818836659 19.75365740290777, -101.2252121486707 19.75331980894743, -101.2254936454914 19.75253041809333, -101.2258325603859 19.75174579146649, -101.226094791146 19.75119361446548, -101.2261837914859 19.7509440758623, -101.2262607638577 19.75084138147823, -101.226312989211 19.75076623029689, -101.2297333460217 19.7524313637702, -101.2290245768917 19.75293128481263, -101.2285354053141 19.75326919238924, -101.2284503483431 19.75370948422757, -101.2283202962949 19.75422532199686, -101.228089402436 19.75456244052124, -101.2277915399883 19.75484738683431, -101.2274780953175 19.75531140147375, -101.2273899595016 19.75560953341549, -101.2273327385041 19.75591892897181, -101.2272998370762 19.75620763707179, -101.2271921092442 19.75656139921708))",30,9,8
626,4984,16,54,EL COMAL,2,58230,,5002,1=X<z4?,"POLYGON ((-101.1337294656813 19.74012612461666, -101.1336024302362 19.73982536635084, -101.1335110021699 19.73957045455148, -101.1334429004116 19.73931838333574, -101.1334036363303 19.73917305118188, -101.1334174261373 19.73888855535128, -101.1352115738814 19.7382838873832, -101.1353054564375 19.73832529894043, -101.1355441311658 19.73860178828984, -101.1362282963266 19.73954116233159, -101.1361531555461 19.73967198413349, -101.1350778641883 19.73982478658555, -101.1337294656813 19.74012612461666))",17,9,4
627,4985,16,54,BUENOS AIRES (LOMAS DE LA ALDEA),35,58230,,5003,1=X<z4-,"POLYGON ((-101.1510356852957 19.74484619131318, -101.1503871031113 19.74502964303983, -101.1499019913826 19.74516329474058, -101.1494224229539 19.74521515397198, -101.1487295761351 19.74517633089408, -101.1482610066122 19.74516174849152, -101.147874554528 19.74515200564016, -101.1459553113711 19.74506345889654, -101.1454702260345 19.74536473021936, -101.1447598216981 19.74521409451135, -101.1445916998157 19.74508087675442, -101.1442247999336 19.74472443637592, -101.1443245617355 19.74459369209882, -101.1443840459905 19.74421156512192, -101.1444148135844 19.74389732085504, -101.1444398007084 19.74364211591006, -101.1444669777617 19.74317977091845, -101.1442190745497 19.74315334429328, -101.1439799761426 19.74309978005719, -101.1438452209089 19.74309462229186, -101.1437644850643 19.7431181599107, -101.1437117779507 19.74309847709669, -101.1435169844599 19.74306018144421, -101.1433492842925 19.74299786174009, -101.1431837567737 19.74291971618575, -101.142991301825 19.7428780062951, -101.1429903394158 19.7427166353892, -101.1425221422267 19.7427504594914, -101.1431703772915 19.74158059081325, -101.1426453941491 19.7414220698402, -101.1421718318285 19.74098210773694, -101.1420581333065 19.74069451990882, -101.141884009124 19.74039238983428, -101.1416009168778 19.74003607952118, -101.1414011363027 19.73968032250987, -101.1413445426942 19.73914572737566, -101.1412548430972 19.73863135308179, -101.1405402993942 19.73839475193905, -101.1386552981564 19.73781463116605, -101.1381420236566 19.73781763526121, -101.1375579451692 19.73798546832398, -101.1370696051583 19.73802512202806, -101.1367947752553 19.73802110059655, -101.1367130826708 19.73797572861655, -101.1366768094041 19.73776208059304, -101.1363282515819 19.7377903721647, -101.1358937058018 19.73780653761909, -101.1355070628398 19.73799546411272, -101.1353802553902 19.73772620142207, -101.1362743622948 19.73737965178135, -101.136609275297 19.73668549417555, -101.1366162331042 19.73656634983351, -101.1367135893457 19.73645460412082, -101.1371852852137 19.73608227074911, -101.1380000015114 19.73545676761472, -101.1378912472726 19.73402823371272, -101.1363974985479 19.73428000903112, -101.1349377395628 19.73454043596826, -101.13502520517 19.7342438573377, -101.134979529616 19.73409279202357, -101.134831349461 19.73386431867821, -101.134803059443 19.7338072963972, -101.1348629168822 19.73376620859015, -101.1351151904095 19.73357269272218, -101.1354147377236 19.73340401695642, -101.1356951823953 19.73331176933819, -101.1359158703222 19.73326468318248, -101.1362237260276 19.73321656277777, -101.1367599044803 19.73319111414395, -101.1377179288486 19.73311618088522, -101.1384281902269 19.73306960438006, -101.1389307557718 19.73303820027102, -101.1393395283373 19.73301427073801, -101.1401036865221 19.73298609034744, -101.1408541792363 19.73293901986916, -101.1416835965417 19.73289715947507, -101.1420539280518 19.73288657847166, -101.1427974590158 19.73282053336717, -101.1435812979992 19.73280533962082, -101.1441315110872 19.73270244821302, -101.144290068059 19.7326558597289, -101.1455096598281 19.73272413963025, -101.1477613166548 19.73447072572054, -101.1482257680991 19.73461131162441, -101.1487304700039 19.73479695209684, -101.1501659325804 19.73547877221852, -101.1505134530175 19.73921258763323, -101.1519795214348 19.74064888268769, -101.1524690917509 19.74122498245733, -101.1520408345589 19.74310579084989, -101.1521599829204 19.74413124386198, -101.1510356852957 19.74484619131318))",1261,640,314
628,4988,16,54,PARAISO ESCONDIDO,1,58116,,5048,1=X<z30,"POLYGON ((-101.1862622903815 19.74772716988771, -101.1860945432745 19.74772374754512, -101.1860659955599 19.74770327741124, -101.1847828524309 19.74410232290286, -101.1848742771707 19.744041832453, -101.1871790026559 19.74251690019975, -101.1942854632972 19.7387896184017, -101.1942381817101 19.73934295163913, -101.1943555551611 19.74002962427402, -101.1945479327953 19.7409895093578, -101.1946630853928 19.74154264397434, -101.1947133708987 19.74152329890655, -101.1947655909405 19.74164543831093, -101.1948010740378 19.74174905377649, -101.1946516569186 19.7418320445094, -101.1945059909464 19.74194828528616, -101.1944386942227 19.74200945929832, -101.1943750869807 19.74210193214981, -101.1941380586354 19.7425261121117, -101.1937065411819 19.74335651949164, -101.1935217509526 19.74366573230111, -101.1934549507461 19.74376331759705, -101.1933634763132 19.74390490633792, -101.1932901216194 19.74408581293072, -101.1930341685995 19.74465602257969, -101.19296298037 19.74442388147337, -101.1929173103381 19.74414078749989, -101.1928131883734 19.74406686164924, -101.1918985442536 19.74402402713119, -101.1916606276607 19.74435505610341, -101.1913866765299 19.74476313140471, -101.1911624841849 19.74499993153853, -101.1907216841525 19.74530491779042, -101.1901547854826 19.74578932853717, -101.1898363107123 19.74602032498051, -101.1895771029043 19.74620833385076, -101.1892979988365 19.74636969556966, -101.1892034427577 19.74642436242238, -101.1888259116899 19.74664262924079, -101.1887333732499 19.746696129408, -101.1871492359153 19.74765763923815, -101.187307071016 19.74815001206829, -101.1868027678547 19.74773819552636, -101.1862622903815 19.74772716988771))",50,23,18
629,4992,16,54,13 DE ABRIL,1,58116,,63419,1=X<z1k,"POLYGON ((-101.2254231168103 19.75857757390378, -101.2247785614196 19.75887971649071, -101.2245694675374 19.75901990670211, -101.2239314562688 19.75946952310188, -101.2234981032312 19.75962696949479, -101.2228851382385 19.76006516031726, -101.222591414822 19.76018178303759, -101.2217209261989 19.76052156248781, -101.2216803973309 19.76012564409979, -101.2216064755372 19.75925681233597, -101.221566261034 19.75820644199235, -101.221537685112 19.75768743629474, -101.2215272883576 19.75740004415555, -101.2215030586405 19.75655272741632, -101.2214254538792 19.75522945487349, -101.2213970199607 19.75476429905895, -101.2213506460388 19.75362863533245, -101.2214227092194 19.75365866507552, -101.2218732444888 19.7539080241401, -101.2219388856643 19.75394308412828, -101.2223071011281 19.75413975305359, -101.2224065473033 19.75419101689052, -101.2233960131906 19.7547085045264, -101.2235370110442 19.75478030166354, -101.2237547634989 19.75489118244303, -101.2245384153157 19.75533104569093, -101.2251666538121 19.75567769721649, -101.2252401054874 19.75570598793065, -101.225542304459 19.75581557087235, -101.2258837790149 19.75598949132947, -101.2257125926383 19.75677704247699, -101.225409428308 19.75820221786222, -101.2254231168103 19.75857757390378))",890,511,234
630,4999,16,54,AMPLIACION LA SOLEDAD,1,58120,,4247,1=X<z3>,"POLYGON ((-101.1827979617212 19.73935753300852, -101.1826545238265 19.73932645300528, -101.1825325839299 19.73928280073959, -101.1824196448778 19.73926365966217, -101.1823524264562 19.73926037497041, -101.1820640531093 19.73924747533677, -101.1818517319294 19.7392500622902, -101.1816004686873 19.73925722689082, -101.1813578158178 19.73926018276202, -101.181175770399 19.73925829663175, -101.1810541652603 19.73923926022717, -101.180932114441 19.73918740082431, -101.1808311159538 19.73909014684147, -101.1806732860043 19.73895665334113, -101.1803136832795 19.73864506235432, -101.18018077538 19.73854379713882, -101.1801122449399 19.73849158169038, -101.1798751398109 19.73826467189932, -101.1796181673865 19.73809563545495, -101.1798243109719 19.73799042827013, -101.1798830909405 19.73797060224923, -101.1802077085344 19.73781724117265, -101.1806009918544 19.73763143879141, -101.1806664323269 19.73759780227043, -101.18084992926 19.7375034832458, -101.1812760146357 19.73730466152735, -101.1814529931691 19.73722130513635, -101.181701420051 19.73705587742857, -101.1818709538737 19.73691014919143, -101.1820533390979 19.73673927938171, -101.1821767032121 19.73659411339851, -101.182338842226 19.73636553117499, -101.1823644100415 19.73632948562374, -101.1824799985435 19.73609694640165, -101.1825821321714 19.73584585325832, -101.1826426318061 19.7356168528069, -101.1827013269826 19.73539469413119, -101.182755763379 19.7350317503256, -101.1827727613736 19.73493495615146, -101.1827661781744 19.73456707729392, -101.1827852511587 19.73405210625228, -101.1827955274046 19.73385920155858, -101.1828287358378 19.73352342760236, -101.1828471849647 19.73331310765205, -101.1828537998592 19.73318563820589, -101.182906222175 19.73268214780078, -101.1829099029903 19.73248660846087, -101.1829319306051 19.73220601653031, -101.1829468100774 19.73192942413227, -101.1829783742117 19.73165127127724, -101.183094398439 19.73042409799633, -101.1831058996498 19.73016802963341, -101.1831197402115 19.73004896639148, -101.1838154651848 19.73000055441797, -101.1846508671009 19.7299938136327, -101.1846560067031 19.72997235244036, -101.1847800714336 19.72945431330373, -101.1848077330958 19.72933881125459, -101.1852388812125 19.72934391709071, -101.1854489898218 19.72935073706872, -101.1856860198439 19.72935142097987, -101.1859305354921 19.72951598965932, -101.1861774739617 19.72976093979281, -101.1868333318568 19.73040195440157, -101.1868707018498 19.73037043236904, -101.1869048059331 19.73032898117005, -101.1869260232264 19.73029589425649, -101.1869681226394 19.73020510358402, -101.1870975644295 19.7299797016511, -101.1871503560789 19.72990332459944, -101.1872271178053 19.72981211071054, -101.1872995466333 19.72972094969574, -101.1873723664483 19.72965850829932, -101.1874536283511 19.72957954984979, -101.1875818805834 19.72945077574771, -101.1876244705926 19.72941455923874, -101.1876846943878 19.72936334743387, -101.1877749049106 19.72929705520252, -101.1878140508738 19.72930364977123, -101.1879344095342 19.72938312367039, -101.1880347990383 19.72944572755138, -101.1881676413662 19.72950518867275, -101.1883886961937 19.72958612713958, -101.1886633686784 19.7296866970157, -101.1887207583861 19.72970770988166, -101.1890689485072 19.72981835325627, -101.1894427083827 19.72993836105484, -101.189499853931 19.72995670940954, -101.1896082920194 19.72996357739473, -101.1899857362291 19.7300875740053, -101.1906921918054 19.73031965350151, -101.1916249548909 19.73058077113758, -101.1899531941614 19.73237632895554, -101.1894702410274 19.73291511264673, -101.1885957452186 19.73389069064043, -101.1880729693228 19.73464391159943, -101.1875662351419 19.73530255529803, -101.1866911313794 19.73659763259097, -101.1864151286284 19.73701545435947, -101.1862600515778 19.73722465743846, -101.1862278835685 19.73726805286261, -101.1860570763325 19.73745479476865, -101.185413175952 19.73822590207019, -101.1849733485284 19.73870727350058, -101.1848284809255 19.73888959447881, -101.1847347166223 19.73900563609523, -101.1846572237827 19.73904351286568, -101.1845019030512 19.73909464946016, -101.1842600881423 19.73915915138739, -101.1840876580763 19.73922691028714, -101.1839019495687 19.73927431350647, -101.1837113498219 19.73928074126678, -101.1835424154471 19.73928690465993, -101.1831961593904 19.73931985068565, -101.1829494526704 19.73934337525341, -101.1827979617212 19.73935753300852))",1296,897,349
631,5049,16,54,HACIENDA CIPRES,2,58337,,63469,1=X<z@K,"POLYGON ((-101.2766165003409 19.70029174790873, -101.276279530168 19.70017353678567, -101.2760053263707 19.70009909496354, -101.2757311227848 19.70002465269605, -101.2753372069317 19.69985892639165, -101.2749291450207 19.69973849892852, -101.2743538855847 19.6995709578729, -101.2737861054794 19.69940834251296, -101.2730581065281 19.69919026353797, -101.2725742430059 19.69905141704154, -101.2723124587145 19.69898369709315, -101.272144073349 19.69892358058598, -101.2716389179168 19.69874323003789, -101.2715773960585 19.69862814655883, -101.2717128846618 19.6981016435793, -101.271795536171 19.69778588487737, -101.2718663921704 19.69751518849109, -101.2719641747807 19.69695265408698, -101.271923098761 19.69681162042575, -101.2734259144974 19.69731065953012, -101.2735988174598 19.69736807426934, -101.2772568663582 19.69742646942635, -101.2772904807612 19.69745805990384, -101.2772978620641 19.69767700232438, -101.2773052434201 19.69789594473769, -101.277170745293 19.69807612604788, -101.2769782502226 19.69839495512393, -101.277027093738 19.69851347503147, -101.2769771820629 19.69862211727626, -101.2768329580465 19.69932567488702, -101.2767151273464 19.69947319461269, -101.2766667218591 19.70009533929339, -101.2766165003409 19.70029174790873))",1194,801,407
632,5067,16,54,LOS MIRASOLES,2,58068,,63486,1=X<zA@-,"POLYGON ((-101.2012432976357 19.66636108430962, -101.2012180843454 19.66613912370008, -101.2010324410983 19.6653618222973, -101.2008882242523 19.66492180389371, -101.2026737272274 19.66455119106058, -101.2027681286481 19.66441565404745, -101.2026414294316 19.66402186114105, -101.2040175209441 19.6634217537204, -101.2044309596122 19.66440572603335, -101.204608357489 19.66478538855992, -101.2042313220744 19.66494309760833, -101.2036310330953 19.6651550755062, -101.2032262787766 19.66581343266008, -101.2024476166243 19.66596054937264, -101.2012432976357 19.66636108430962))",95,69,38
633,5072,16,54,BOSQUE MONARCA,23,58090,,63491,1=X<za,"POLYGON ((-101.1704105842406 19.65044166454665, -101.1704028380951 19.65038647397829, -101.1698632062404 19.64829013442342, -101.1690520286568 19.64813166981796, -101.1689173754788 19.64818140661408, -101.1685035283916 19.64837530840454, -101.1679269860211 19.64856774255588, -101.1676441528284 19.64871036972286, -101.1676066901534 19.64875045397631, -101.1674756148646 19.64796519221579, -101.1673973390134 19.64740247702096, -101.1672383140144 19.64702696543145, -101.1669126530427 19.64678041474483, -101.1661984122892 19.64653055593275, -101.1655171782833 19.64629224020013, -101.1653372814065 19.64652356458453, -101.165397584804 19.6466938546632, -101.1642434817778 19.64882272274566, -101.1638373640824 19.64913336458793, -101.1620273802695 19.6472223699803, -101.1619537089354 19.64699027725919, -101.1620960966842 19.64622630406926, -101.162573382679 19.6453160311363, -101.1612928663169 19.6439182535863, -101.1611912594565 19.64389104227547, -101.1607795904491 19.64388776131535, -101.1600447182785 19.6438111970666, -101.1586735926599 19.64377879037248, -101.1577375536958 19.64376265166992, -101.157734210493 19.64402043960953, -101.1563277333454 19.64310790955682, -101.1560385188638 19.63554013065392, -101.1624494398619 19.63115371103458, -101.1713186839508 19.63163573516787, -101.1746022866183 19.63246039958644, -101.1726683515304 19.64248127818147, -101.1715115529978 19.64718058212169, -101.1713213766077 19.6474670745721, -101.1710175065192 19.64905107168412, -101.1709738885124 19.64916029513524, -101.1705552637477 19.65020856243652, -101.1704105842406 19.65044166454665))",1332,947,403
634,5073,16,54,DE LAS AVES,23,58090,,63492,1=X<zAC,"POLYGON ((-101.1631769305195 19.65024251164896, -101.1627191176282 19.65101136381922, -101.1625892021105 19.6514364436352, -101.1625789401146 19.65173612799103, -101.161438988459 19.65211290389157, -101.1613298503631 19.65189288995994, -101.1612011542772 19.65160568627376, -101.1604802028473 19.65107892140134, -101.1602966961724 19.65083663167657, -101.1603489888653 19.65119958500337, -101.1599725414781 19.65142470922765, -101.1598981200738 19.65172220983249, -101.1583891472054 19.64965630809964, -101.1590307254871 19.64795186439596, -101.1590597655574 19.64812012262815, -101.1596625325409 19.64807506428477, -101.1607226297371 19.64740710090949, -101.1620273802695 19.6472223699803, -101.1638373640824 19.64913336458793, -101.1629673528472 19.64955019893844, -101.1623513057373 19.64935046852893, -101.1622938848638 19.64955464731683, -101.1621988224058 19.64968384361705, -101.1621593954046 19.64978407713591, -101.1621415897542 19.6498525229993, -101.1621278283466 19.6501116697396, -101.1626987850011 19.65014847432372, -101.1631769305195 19.65024251164896))",959,634,322
635,5076,16,54,CUMBRES DE ALTOZANO,23,58090,,63495,1=X<zAC,"POLYGON ((-101.1676934284553 19.65567393268203, -101.1676526621594 19.65570733090118, -101.1676700438417 19.65546318458643, -101.1677811015823 19.6551568666362, -101.16778590072 19.65483870353509, -101.1677640033226 19.65451249180811, -101.1675607984621 19.65429548079656, -101.1672690570006 19.65419582978613, -101.1671493340968 19.65420042568023, -101.1669425226525 19.65420836452047, -101.1667361709644 19.65414508395315, -101.1665805259453 19.65410195373994, -101.166325316662 19.65386055355816, -101.1663691057983 19.65361250260959, -101.16645711623 19.65319240490734, -101.1667396455912 19.65275852604672, -101.1668717141108 19.65206210310697, -101.1669575282889 19.65183984547122, -101.1670174543646 19.6516490571836, -101.167142268843 19.65139205300096, -101.167221058868 19.6512068412653, -101.167276290275 19.65096224643735, -101.1670825406491 19.65058760060797, -101.1669799512145 19.65035599575394, -101.1668644458837 19.64970737500599, -101.1669265052449 19.64870000640541, -101.1669698329224 19.64844115922708, -101.1668901667709 19.64813677168562, -101.1671494418474 19.64805326028089, -101.1674756148646 19.64796519221579, -101.1676066887105 19.64875045755343, -101.1678410673788 19.64979455211499, -101.1682212898173 19.65067797838692, -101.1682692716266 19.65106687853807, -101.1682706683343 19.65196712874398, -101.1685543852666 19.65294851659073, -101.1685769543745 19.65358066210232, -101.1684555302205 19.65423163515546, -101.1683819489723 19.65478337149365, -101.1681943167509 19.65521065160825, -101.1679515803385 19.6554385822585, -101.1676934284553 19.65567393268203))",349,263,110
636,5077,16,54,VISTAS DE ALTOZANO,23,58090,,63496,1=X<zA>,"POLYGON ((-101.1669698337865 19.64844115708085, -101.1669265059647 19.64870000461703, -101.1668644466035 19.64970737321828, -101.1669799519352 19.6503559939667, -101.1670825413699 19.65058759882089, -101.1672762909958 19.65096224465054, -101.167221058868 19.6512068412653, -101.1671422695637 19.65139205121443, -101.1670174550852 19.65164905539732, -101.1669575290094 19.65183984368504, -101.1668717148312 19.65206210132095, -101.1667396463109 19.65275852426119, -101.166457116949 19.6531924031221, -101.1663691065172 19.65361250082458, -101.1663253173807 19.65386055177333, -101.1665805259453 19.65410195373994, -101.1667361716837 19.65414508216844, -101.1669425233727 19.65420836273585, -101.1671493340968 19.65420042568023, -101.1671498326292 19.65420040759703, -101.1672690577216 19.65419582800148, -101.1675607991838 19.65429547901196, -101.1677640041893 19.65451248966678, -101.1677859015867 19.65483870139401, -101.167781102449 19.65515686449538, -101.1676700447082 19.65546318244584, -101.1676526630258 19.6557073287608, -101.1674777909695 19.65585025577116, -101.1669316080466 19.65649257087967, -101.1660552951473 19.65720784568675, -101.1644934352448 19.6585210292964, -101.1640558119361 19.65841501783011, -101.1625485874806 19.65705478340569, -101.161699691506 19.65620215834026, -101.1611030936094 19.65560314765992, -101.161353367264 19.65561991695806, -101.1623286610792 19.65491242311789, -101.1634642018258 19.653360671642, -101.1643751628554 19.65239779324649, -101.164300462757 19.65010699024338, -101.1642434824913 19.6488227209575, -101.165397584804 19.6466938546632, -101.1653372805478 19.64652356673228, -101.1655171774234 19.6462922423478, -101.1661984130078 19.64653055414334, -101.1669126537624 19.64678041295542, -101.1672383147351 19.64702696364215, -101.1673973400228 19.64740247451599, -101.1674756155859 19.64796519042692, -101.1671494425679 19.64805325849203, -101.1668901674912 19.64813676989684, -101.1669698337865 19.64844115708085))",1069,776,336
637,5078,16,54,COTO DEL ALCE,23,58090,,63497,1=X<zAD,"POLYGON ((-101.1643751629982 19.65239779288934, -101.1634642019682 19.65336067128499, -101.1625789394053 19.65173612977697, -101.1625892021105 19.6514364436352, -101.1627191173441 19.65101136453386, -101.1631769305195 19.65024251164896, -101.163837364936 19.64913336244238, -101.1642434823486 19.64882272131513, -101.1643004628998 19.65010698988593, -101.1643751629982 19.65239779288934))",249,183,90
638,5099,16,54,PARAISO INDUSTRIAL,1,58210,,63518,1=X<z4-,"POLYGON ((-101.1376388440724 19.72184312183799, -101.1369107623098 19.72106083218551, -101.1367623695496 19.72056781242791, -101.1354125715164 19.71961613404156, -101.1352468110566 19.71881909936802, -101.1353883573539 19.71852352438358, -101.1370807788459 19.71780077637397, -101.1384386036748 19.71820357698548, -101.1387662580309 19.71857946037797, -101.1385533854198 19.71885724841318, -101.1400216172674 19.71870245736686, -101.1413495408985 19.71876405814348, -101.1413646091815 19.71934252386535, -101.1413632891812 19.71977249490587, -101.1413370366312 19.72072336991631, -101.141234318989 19.72068448590906, -101.1397371717344 19.72083606042845, -101.1395024736531 19.72145311452013, -101.1392101824138 19.72191930063113, -101.1387955147873 19.72209709644589, -101.138767204292 19.72227147271148, -101.1385293161861 19.72225611032314, -101.1376388440724 19.72184312183799))",615,337,173
639,5111,16,54,MONTE VENTO,23,58200,,63530,1=X<z4A,"POLYGON ((-101.1172658740134 19.72807363480714, -101.1162223027688 19.72811922487537, -101.1145348055716 19.72873066953746, -101.1137980270628 19.72707729655393, -101.1139172245957 19.72703280679068, -101.1159196930817 19.72622579665666, -101.1160394932948 19.72588374061626, -101.1166817588222 19.72575606608681, -101.1167389493643 19.72592944419059, -101.1166393567678 19.72626694180552, -101.1166965333448 19.72667225587546, -101.1168321011793 19.72710995563427, -101.1170185226213 19.7276123030437, -101.1172658740134 19.72807363480714))",521,362,183
640,5112,16,54,PUERTA TRES MARIAS,2,58200,,63531,1=X<z4f,"POLYGON ((-101.1412344336838 19.69197166385174, -101.1408119483267 19.69209304427796, -101.1398704524055 19.69215984305574, -101.1391789756727 19.69200138181013, -101.1387330270821 19.69210741584441, -101.1382353345987 19.69218280802253, -101.1375157273019 19.69211497461064, -101.137459073017 19.69199061985181, -101.136109305818 19.69168717258368, -101.1373869379687 19.69013596048637, -101.1386671815578 19.69032086206318, -101.1393922381273 19.69053210239808, -101.140076108123 19.69091736664595, -101.1404956059918 19.69126214409967, -101.1409762388774 19.69174554809563, -101.1412344336838 19.69197166385174))",316,214,95
641,5121,16,54,JARDIN DE LA MONTAÑA,2,58330,,63540,1=X<z?p,"POLYGON ((-101.3121969488571 19.69025002612073, -101.3127559304296 19.69028266467511, -101.3128317612639 19.69028470460065, -101.3129075920965 19.69028674449393, -101.3132369145733 19.69031938304082, -101.3133105788115 19.69033162249418, -101.3136615672407 19.69036018121508, -101.3137438978599 19.69036018121508, -101.3141815500989 19.69039689956301, -101.314272547099 19.69040505919475, -101.3152820155692 19.69050971700629, -101.3152772232213 19.69039898359229, -101.3152443454028 19.6896392894456, -101.315231853464 19.68935063902932, -101.3152294436793 19.68929495601624, -101.3152274728614 19.68924941616296, -101.3152200088301 19.68907694363125, -101.3152143679909 19.68894659931468, -101.3152038900681 19.68870448197118, -101.3154313361232 19.68885452446173, -101.31547448497 19.68891836958314, -101.3161231323093 19.68987813144152, -101.3176433780949 19.69137709045517, -101.3179071692961 19.69189978809399, -101.3179540465118 19.69245814363659, -101.3153097335137 19.69255982146118, -101.3152523105168 19.69323153758939, -101.3150341882809 19.69364481652211, -101.3148940892508 19.69412099584459, -101.3146382574068 19.69443068167908, -101.3143604971191 19.6947885401194, -101.3140754273501 19.69497435091709, -101.3137538101748 19.69507757904482, -101.3134248835182 19.69511198840594, -101.3132640749894 19.69516360249248, -101.3131032663429 19.69521521644491, -101.3126939353926 19.69550425459984, -101.3116325507967 19.69494480981653, -101.3116758827015 19.69415334604676, -101.311680215892 19.69390040319209, -101.3117289642848 19.69384022721194, -101.3117852957611 19.69349752967466, -101.3117982953325 19.69342001465377, -101.3118762927612 19.69282437166196, -101.3118849591422 19.69273869680273, -101.3119239578566 19.69255102790326, -101.3119239578566 19.69243679455239, -101.3119282910471 19.69234703971952, -101.311936957428 19.69214305127586, -101.3120149548567 19.69161268010588, -101.312071286333 19.69123733944695, -101.3120929522855 19.69114758394161, -101.3121579501427 19.69053969305829, -101.3121822717046 19.69040988065567, -101.3121969488571 19.69025002612073))",2127,1336,678
642,5142,16,54,PRIVADA CARDENAL,4,58330,,63561,1=X<z?p,"POLYGON ((-101.3262384422895 19.68539881851672, -101.326028456976 19.68445474809689, -101.3260881565916 19.68364485364976, -101.3261331030576 19.68371157736381, -101.3262590412252 19.68366152421443, -101.3272013094052 19.68367590467616, -101.3273091053149 19.68361211953928, -101.327524302808 19.68421073478209, -101.3275665254631 19.68430921387421, -101.3275881616087 19.6843942400819, -101.3274611811106 19.68445007417848, -101.3267219923543 19.68471170238481, -101.3262631524412 19.68536827742403, -101.3262384422895 19.68539881851672))",88,57,30
643,5175,16,54,PARQUE INDUSTRIAL MORELIA,2,58210,,63594,1=X<z4-,"POLYGON ((-101.1309079009358 19.73365338147455, -101.1303935420679 19.73393580860146, -101.1300364865221 19.73413467791851, -101.1299391330515 19.73417582370745, -101.1297107341166 19.73427235469913, -101.1294549791601 19.73436054300891, -101.1292949104319 19.7343989377441, -101.1290707011963 19.73444417672531, -101.1288910839306 19.73446151622555, -101.12868513306 19.73327638182223, -101.1284239298765 19.73332198355731, -101.1281680191847 19.73263797506071, -101.1277188302112 19.73148911240346, -101.1282562989331 19.7310757232938, -101.1287595734492 19.73159300277964, -101.1293038805106 19.73215245090575, -101.1295240931762 19.73229352605017, -101.1298857678712 19.73252522502264, -101.1301507324736 19.73283156826928, -101.1303513959887 19.73306356761735, -101.1307006040435 19.73343627293855, -101.1309079009358 19.73365338147455))",0,0,0
644,5179,16,54,MIRADOR DE LA CANTERA,2,58114,58114,63598,1=X<z3`,"POLYGON ((-101.1986002102909 19.7239013309969, -101.1978673167593 19.7239308964661, -101.1977249921638 19.72186487998921, -101.1979958240212 19.72136508752843, -101.198116208041 19.72145712974989, -101.1984090819168 19.72143648850537, -101.1980788420145 19.72192226442578, -101.1985021675074 19.72189649686865, -101.1986002102909 19.7239013309969))",151,111,52
645,5195,16,54,HACIENDA PEÑASCO (CASTELLON),2,58050,,63614,1=X<z3f,"POLYGON ((-101.2150279956418 19.68082128672054, -101.2148504843252 19.6797696400391, -101.2135463841083 19.68000777582921, -101.2133451990807 19.67904861733891, -101.2140346511842 19.67894217151093, -101.2147733597132 19.67899984020509, -101.2156302229956 19.67892343777015, -101.2160263362274 19.68060404709588, -101.2148233527523 19.6809727348951, -101.2150279956418 19.68082128672054))",241,176,87
